"id","staticid","updatetime","totime","statesiteid","contribid","description","roadwaydesc","roadwaymilepost","roadwayoffset","roadwayheight","county","state","country","accessdirections","obstructions","landscape","statesystemid"
1572,1664,2013-03-06 19:51:17.392+00,,"101053",51,"Rusk Co. US 8 WB 0.2 mi west of Chippewa River","40 ft north of 8",0,0,0,"Rusk","WI","USA",,,,
1573,1665,2013-03-06 19:51:17.392+00,,"101054",51,"Bayfield Co. US 2 WB @ Haviar Rd.","East of Haviar Rd.",0,0,0,"Bayfield","WI","USA",,,,
1574,1666,2013-03-06 19:51:17.393+00,,"101055",51,"Marathon Co. I-39 SB @ CTH C","Southwest of bridge",0,0,0,"Marathon","WI","USA",,,,
1575,1667,2013-03-06 19:51:17.393+00,,"101056",51,"Marquette Co. I-39 NB @ STH 23 EB","Southeast corner of interchange",0,0,0,"Marquette","WI","USA",,,,
1576,1668,2013-03-06 19:51:17.394+00,,"101057",51,"Milwaukee Co. I-43 SB @ County Line Rd.","Southwest of bridge",0,0,0,"Milwaukee","WI","USA",,,,
1577,1669,2013-03-06 19:51:17.394+00,,"101058",51,"Lincoln Co. I-39 SB @ US 8","Northwest of Bridge",0,0,0,"Lincoln","WI","USA",,,,
1578,1887,2013-03-06 19:51:17.395+00,,"200-3",38,"US 224 @ SR 190",,0,0,0,,,,,,,
1579,1888,2013-03-06 19:51:17.395+00,,"200-4",38,"US 30 @ SR 49 North",,0,0,0,,,,,,,
1580,1889,2013-03-06 19:51:17.396+00,,"200-5",38,"US 23 SLM 11.2 Wyandot County",,0,0,0,,,,,,,
1581,1890,2013-03-06 19:51:17.396+00,,"200-77",38,"I-75 MM 119",,0,0,0,,,,,,,
1582,1891,2013-03-06 19:51:17.396+00,,"200-78",38,"I-75 MM 141",,0,0,0,,,,,,,
1583,1892,2013-03-06 19:51:17.397+00,,"582-0",38,"US 6 Williams County",,0,0,0,,,,,,,
1584,1893,2013-03-06 19:51:17.397+00,,"582-1",38,"US 20 SLM 1.5 Williams County",,0,0,0,,,,,,,
1590,1899,2013-03-06 19:51:17.4+00,,"582-7",38,"SR 108 @ US 6 SLM 0.5 Henry County",,0,0,0,,,,,,,
1591,1900,2013-03-06 19:51:17.401+00,,"582-8",38,"US 6 @ Maumee River",,0,0,0,,,,,,,
1592,1901,2013-03-06 19:51:17.401+00,,"582-9",38,"SR 65 South Henry County",,0,0,0,,,,,,,
1593,1902,2013-03-06 19:51:17.402+00,,"582-10",38,"SR 64 SLM 7.5 Lucas County",,0,0,0,,,,,,,
1594,1903,2013-03-06 19:51:17.402+00,,"582-11",38,"US 24 Near Grand Rapids",,0,0,0,,,,,,,
1595,1904,2013-03-06 19:51:17.403+00,,"582-12",38,"I-475 @ I-80 Lucas County",,0,0,0,,,,,,,
1596,1905,2013-03-06 19:51:17.403+00,,"582-13",38,"I-475 @ US 23 Split",,0,0,0,,,,,,,
1597,1906,2013-03-06 19:51:17.403+00,,"582-14",38,"I-75 SLM 4.9 I-475 Split Lucas County",,0,0,0,,,,,,,
1598,1907,2013-03-06 19:51:17.404+00,,"582-16",38,"I-280 SLM 3.5 Craig Bridge Lucas County",,0,0,0,,,,,,,
1600,1909,2013-03-06 19:51:17.405+00,,"582-18",38,"I-75 @ Eagleville Rd.",,0,0,0,,,,,,,
1601,1910,2013-03-06 19:51:17.405+00,,"582-19",38,"I-75 SLM 18.36 Wood County",,0,0,0,,,,,,,
1602,1911,2013-03-06 19:51:17.406+00,,"582-20",38,"I-75 @ I-475 Wood County",,0,0,0,,,,,,,
1603,1912,2013-03-06 19:51:17.406+00,,"582-21",38,"I-75 @ I-80 Wood County",,0,0,0,,,,,,,
1604,1913,2013-03-06 19:51:17.407+00,,"582-22",38,"US 6 @ US 23",,0,0,0,,,,,,,
1606,1915,2013-03-06 19:51:17.408+00,,"582-24",38,"I-280 @ Libbey Rd.",,0,0,0,,,,,,,
1607,1916,2013-03-06 19:51:17.408+00,,"582-25",38,"SR 2 @ Portage River Bridge",,0,0,0,,,,,,,
1608,1917,2013-03-06 19:51:17.408+00,,"582-26",38,"SR 2 SLM 28.5 Bay Bridge Ottawa County",,0,0,0,,,,,,,
1609,1918,2013-03-06 19:51:17.409+00,,"582-27",38,"US 20 @ Sugar Creek",,0,0,0,,,,,,,
1610,1919,2013-03-06 19:51:17.409+00,,"582-28",38,"US 6 @ Sandusky River Bridge",,0,0,0,,,,,,,
1611,1920,2013-03-06 19:51:17.41+00,,"582-29",38,"US 6 @ Pickeral Creek",,0,0,0,,,,,,,
1612,1921,2013-03-06 19:51:17.41+00,,"582-30",38,"US 20 @ Hayward Rd. SLM 31.0 Sandusky County",,0,0,0,,,,,,,
1613,1922,2013-03-06 19:51:17.411+00,,"582-31",38,"US 23 SLM 5.5 Seneca County",,0,0,0,,,,,,,
1614,1923,2013-03-06 19:51:17.411+00,,"582-32",38,"SR 12 SLM 7.0 Seneca County",,0,0,0,,,,,,,
1615,1924,2013-03-06 19:51:17.412+00,,"582-33",38,"US 224 @ SR 53",,0,0,0,,,,,,,
1616,1925,2013-03-06 19:51:17.412+00,,"582-34",38,"SR 4 SLM 2.35 Seneca County",,0,0,0,,,,,,,
1617,1926,2013-03-06 19:51:17.413+00,,"200-6",38,"US 30 Bypass @ SR 4",,0,0,0,,,,,,,
1618,1927,2013-03-06 19:51:17.413+00,,"200-7",38,"Huron County Garage",,0,0,0,,,,,,,
1619,1928,2013-03-06 19:51:17.414+00,,"200-63",38,"I-71 MM 158",,0,0,0,,,,,,,
1620,1929,2013-03-06 19:51:17.414+00,,"200-64",38,"I-71 MM 174",,0,0,0,,,,,,,
1621,1930,2013-03-06 19:51:17.414+00,,"200-65",38,"I-71 MM 194",,0,0,0,,,,,,,
1622,1931,2013-03-06 19:51:17.415+00,,"200-66",38,"I-71 MM 209",,0,0,0,,,,,,,
1623,1932,2013-03-06 19:51:17.415+00,,"200-84",38,"SR 2 @ Huron River",,0,0,0,,,,,,,
1624,1933,2013-03-06 19:51:17.416+00,,"200-85",38,"I-90 @ SR 57",,0,0,0,,,,,,,
1625,1934,2013-03-06 19:51:17.416+00,,"200-98",38,"US 30 @ Dalton Lake",,0,0,0,,,,,,,
1626,1935,2013-03-06 19:51:17.417+00,,"200-103",38,"SR 3 @ Knox/Ashland County Line",,0,0,0,,,,,,,
1627,1936,2013-03-06 19:51:17.417+00,,"200-8",38,"I-77 MM 109 @ Belden Village",,0,0,0,,,,,,,
1628,1937,2013-03-06 19:51:17.418+00,,"200-9",38,"Trumbull County Garage",,0,0,0,,,,,,,
1629,1938,2013-03-06 19:51:17.418+00,,"200-67",38,"I-271 @ I-77",,0,0,0,,,,,,,
1630,1939,2013-03-06 19:51:17.419+00,,"200-83",38,"I-77 MM 93",,0,0,0,,,,,,,
1631,1940,2013-03-06 19:51:17.419+00,,"200-86",38,"I-90 @ Ashtabula/Lake County Line",,0,0,0,,,,,,,
1632,1941,2013-03-06 19:51:17.42+00,,"200-87",38,"I-90 @ SR 11",,0,0,0,,,,,,,
1633,1942,2013-03-06 19:51:17.42+00,,"200-88",38,"I-90 @ PA Line",,0,0,0,,,,,,,
1634,1943,2013-03-06 19:51:17.421+00,,"200-89",38,"I-80 @ PA Line",,0,0,0,,,,,,,
1635,1944,2013-03-06 19:51:17.421+00,,"200-90",38,"I-76 @ Mahoning/Portage County Line",,0,0,0,,,,,,,
1636,1945,2013-03-06 19:51:17.422+00,,"200-91",38,"I-76 @ Portage/Summit County Line",,0,0,0,,,,,,,
1637,1946,2013-03-06 19:51:17.422+00,,"200-93",38,"SR 11 @ Ashtabula/Trumbull County Line",,0,0,0,,,,,,,
1638,1947,2013-03-06 19:51:17.422+00,,"200-94",38,"SR 11 Mahoning/Columbiana County Line",,0,0,0,,,,,,,
1639,1948,2013-03-06 19:51:17.423+00,,"200-99",38,"SR 225 @ Berlin Reservoir",,0,0,0,,,,,,,
1640,1949,2013-03-06 19:51:17.423+00,,"200-100",38,"SR 45 @ Rock Creek",,0,0,0,,,,,,,
1641,1950,2013-03-06 19:51:17.424+00,,"200-101",38,"SR 7 @ SR 167 East",,0,0,0,,,,,,,
1642,1951,2013-03-06 19:51:17.424+00,,"612-0",38,"Medina Line Rd. over I-271",,0,0,0,,,,,,,
1643,1952,2013-03-06 19:51:17.425+00,,"612-3",38,"Steels Corner Rd. @ Mud Creek",,0,0,0,,,,,,,
1644,1953,2013-03-06 19:51:17.425+00,,"612-4",38,"Old Mill Rd. over I-480",,0,0,0,,,,,,,
1645,1954,2013-03-06 19:51:17.426+00,,"612-6",38,"Ridgewood Rd. over SR 21",,0,0,0,,,,,,,
1646,1955,2013-03-06 19:51:17.426+00,,"612-11",38,"Killian Rd. over I-77",,0,0,0,,,,,,,
1647,1956,2013-03-06 19:51:17.427+00,,"200-10",38,"Coshocton County Garage",,0,0,0,,,,,,,
1648,1957,2013-03-06 19:51:17.427+00,,"200-11",38,"US 33 @ SR 793",,0,0,0,,,,,,,
1649,1958,2013-03-06 19:51:17.427+00,,"200-12",38,"Knox County Garage",,0,0,0,,,,,,,
1650,1959,2013-03-06 19:51:17.428+00,,"200-13",38,"Perry County Garage",,0,0,0,,,,,,,
1651,1960,2013-03-06 19:51:17.428+00,,"200-54",38,"I-70 MM 142",,0,0,0,,,,,,,
1652,1961,2013-03-06 19:51:17.429+00,,"200-55",38,"I-70 MM 169",,0,0,0,,,,,,,
1653,1962,2013-03-06 19:51:17.429+00,,"200-56",38,"I-70 MM 198",,0,0,0,,,,,,,
1656,1965,2013-03-06 19:51:17.431+00,,"200-102",38,"US 33 @ Pickerington Rd.",,0,0,0,,,,,,,
1657,1966,2013-03-06 19:51:17.431+00,,"200-110",38,"I-70 MM 114",,0,0,0,,,,,,,
1658,1967,2013-03-06 19:51:17.432+00,,"200-14",38,"Fayette County Garage",,0,0,0,,,,,,,
1659,1968,2013-03-06 19:51:17.432+00,,"200-15",38,"Pickaway County Garage",,0,0,0,,,,,,,
1660,1969,2013-03-06 19:51:17.433+00,,"200-16",38,"Marion County Garage",,0,0,0,,,,,,,
1661,1970,2013-03-06 19:51:17.433+00,,"200-17",38,"US 33 @ SR 739",,0,0,0,,,,,,,
1662,1971,2013-03-06 19:51:17.434+00,,"200-53",38,"I-70 MM 62",,0,0,0,,,,,,,
1663,1972,2013-03-06 19:51:17.434+00,,"200-59",38,"I-71 MM 60",,0,0,0,,,,,,,
1664,1973,2013-03-06 19:51:17.435+00,,"200-60",38,"I-71 MM 75",,0,0,0,,,,,,,
1665,1974,2013-03-06 19:51:17.435+00,,"200-61",38,"I-71 MM 91",,0,0,0,,,,,,,
1666,1975,2013-03-06 19:51:17.435+00,,"200-62",38,"I-71 MM 139",,0,0,0,,,,,,,
1667,1976,2013-03-06 19:51:17.436+00,,"200-96",38,"SR 315 @ I-270",,0,0,0,,,,,,,
1668,1977,2013-03-06 19:51:17.436+00,,"200-97",38,"SR 161 SLM 18.1 Franklin County",,0,0,0,,,,,,,
1669,1978,2013-03-06 19:51:17.437+00,,"38-0",38,"I-71 @ US 36",,0,0,0,,,,,,,
1670,1979,2013-03-06 19:51:17.437+00,,"38-1",38,"I-71 @ Shrock Rd.",,0,0,0,,,,,,,
1671,1980,2013-03-06 19:51:17.438+00,,"38-4",38,"I-70 @ I-270",,0,0,0,,,,,,,
1672,1981,2013-03-06 19:51:17.438+00,,"38-5",38,"I-70 @ SR 29",,0,0,0,,,,,,,
1673,1982,2013-03-06 19:51:17.439+00,,"38-6",38,"I-71/I-71/SR 315",,0,0,0,,,,,,,
1674,1983,2013-03-06 19:51:17.439+00,,"38-7",38,"I-71 @ I-270",,0,0,0,,,,,,,
1675,1984,2013-03-06 19:51:17.44+00,,"38-10",38,"US 33 @ Hamilton Rd.",,0,0,0,,,,,,,
1676,1985,2013-03-06 19:51:17.44+00,,"38-14",38,"I-670 over Airport Connector",,0,0,0,,,,,,,
1677,1986,2013-03-06 19:51:17.441+00,,"200-181",38,"I-71 @ SR 665",,0,0,0,,,,,,,
1678,1987,2013-03-06 19:51:17.441+00,,"200-18",38,"US 68 SLM 1.4 Champaign County",,0,0,0,,,,,,,
1679,1988,2013-03-06 19:51:17.441+00,,"200-19",38,"SR 502 SLM 0.5 Darke County",,0,0,0,,,,,,,
1680,1989,2013-03-06 19:51:17.442+00,,"200-20",38,"US 33 @ SR 540",,0,0,0,,,,,,,
1681,1990,2013-03-06 19:51:17.442+00,,"200-21",38,"SR 29 SLM 0.8 Mercer County",,0,0,0,,,,,,,
1682,1991,2013-03-06 19:51:17.443+00,,"200-73",38,"I-75 MM 40",,0,0,0,,,,,,,
1683,1992,2013-03-06 19:51:17.443+00,,"200-74",38,"I-75 MM 65",,0,0,0,,,,,,,
1684,1993,2013-03-06 19:51:17.444+00,,"200-75",38,"I-75 MM 84",,0,0,0,,,,,,,
1686,1995,2013-03-06 19:51:17.445+00,,"200-39",38,"Clinton County Garage",,0,0,0,,,,,,,
1687,1996,2013-03-06 19:51:17.445+00,,"200-50",38,"I-70 MM 1",,0,0,0,,,,,,,
1688,1997,2013-03-06 19:51:17.446+00,,"200-51",38,"I-70 MM 18",,0,0,0,,,,,,,
1689,1998,2013-03-06 19:51:17.446+00,,"200-58",38,"I-71 MM 34",,0,0,0,,,,,,,
1690,1999,2013-03-06 19:51:17.446+00,,"200-68",38,"I-275 MM 21",,0,0,0,,,,,,,
1691,2000,2013-03-06 19:51:17.447+00,,"200-69",38,"I-275 @ Hamilton/Clermont County Line",,0,0,0,,,,,,,
1692,2001,2013-03-06 19:51:17.447+00,,"200-70",38,"I-675 @ Montgomery/Greene County Line",,0,0,0,,,,,,,
1693,2002,2013-03-06 19:51:17.448+00,,"200-71",38,"I-75 MM 18",,0,0,0,,,,,,,
1694,2003,2013-03-06 19:51:17.448+00,,"200-72",38,"I-75 MM 29",,0,0,0,,,,,,,
1695,2004,2013-03-06 19:51:17.449+00,,"200-111",38,"SR 27 SLM 21 Butler County",,0,0,0,,,,,,,
1696,2005,2013-03-06 19:51:17.449+00,,"200-112",38,"I-275 @ US 52",,0,0,0,,,,,,,
1697,2006,2013-03-06 19:51:17.45+00,,"200-22",38,"Adams County Garage",,0,0,0,,,,,,,
1698,2007,2013-03-06 19:51:17.45+00,,"200-23",38,"Brown County Garage",,0,0,0,,,,,,,
1699,2008,2013-03-06 19:51:17.451+00,,"200-24",38,"Highland County Garage",,0,0,0,,,,,,,
1700,2009,2013-03-06 19:51:17.451+00,,"200-25",38,"SR 32 SLM 14.5 Jackson County",,0,0,0,,,,,,,
1701,2010,2013-03-06 19:51:17.452+00,,"200-26",38,"US 52 @ Ice Creek",,0,0,0,,,,,,,
1702,2011,2013-03-06 19:51:17.452+00,,"200-27",38,"US 23 SLM 6.5 Pike County",,0,0,0,,,,,,,
1703,2012,2013-03-06 19:51:17.453+00,,"200-28",38,"US 35 SLM 14.76 Ross County",,0,0,0,,,,,,,
1704,2013,2013-03-06 19:51:17.453+00,,"200-29",38,"US 23 SLM 9.2 Scioto County",,0,0,0,,,,,,,
1705,2014,2013-03-06 19:51:17.453+00,,"200-30",38,"Athen County Garage",,0,0,0,,,,,,,
1706,2015,2013-03-06 19:51:17.454+00,,"200-31",38,"Gallia County Garage",,0,0,0,,,,,,,
1707,2016,2013-03-06 19:51:17.454+00,,"200-32",38,"Hocking County Garage",,0,0,0,,,,,,,
1708,2017,2013-03-06 19:51:17.455+00,,"200-33",38,"Meigs County Garage",,0,0,0,,,,,,,
1709,2018,2013-03-06 19:51:17.455+00,,"200-34",38,"Monroe County Garage",,0,0,0,,,,,,,
1710,2019,2013-03-06 19:51:17.456+00,,"200-35",38,"Morgan County Garage",,0,0,0,,,,,,,
1711,2020,2013-03-06 19:51:17.456+00,,"200-36",38,"Vinton County Garage",,0,0,0,,,,,,,
1712,2021,2013-03-06 19:51:17.457+00,,"200-79",38,"I-77 MM 0",,0,0,0,,,,,,,
1713,2022,2013-03-06 19:51:17.457+00,,"200-80",38,"I-77 MM 16",,0,0,0,,,,,,,
1714,2023,2013-03-06 19:51:17.458+00,,"200-37",38,"Carroll County Garage",,0,0,0,,,,,,,
1715,2024,2013-03-06 19:51:17.458+00,,"200-38",38,"Columbiana County Garage",,0,0,0,,,,,,,
1716,2025,2013-03-06 19:51:17.458+00,,"200-40",38,"Holmes County Garage",,0,0,0,,,,,,,
1717,2026,2013-03-06 19:51:17.459+00,,"200-41",38,"Jefferson County Garage",,0,0,0,,,,,,,
1718,2027,2013-03-06 19:51:17.459+00,,"200-57",38,"I-470 MM 6",,0,0,0,,,,,,,
1719,2028,2013-03-06 19:51:17.46+00,,"200-105",38,"SR 39 @ Sugarcreek",,0,0,0,,,,,,,
1720,2029,2013-03-06 19:51:17.46+00,,"200-106",38,"US 250 @ Ulrichsville",,0,0,0,,,,,,,
1721,2030,2013-03-06 19:51:17.461+00,,"200-107",38,"SR 183 @ Minerva",,0,0,0,,,,,,,
1722,2031,2013-03-06 19:51:17.461+00,,"200-108",38,"SR 22 @ SR 151",,0,0,0,,,,,,,
1723,2032,2013-03-06 19:51:17.462+00,,"200-109",38,"SR 7 @ SR 213",,0,0,0,,,,,,,
1724,2033,2013-03-06 19:51:17.462+00,,"562-0",38,"I-90 @ SR 252",,0,0,0,,,,,,,
1725,2034,2013-03-06 19:51:17.463+00,,"562-1",38,"I-90 @ Abbey Ave.",,0,0,0,,,,,,,
1726,2035,2013-03-06 19:51:17.463+00,,"562-2",38,"I-90 @ E. 140th St.",,0,0,0,,,,,,,
1727,2036,2013-03-06 19:51:17.464+00,,"562-3",38,"I-271 @ I-90",,0,0,0,,,,,,,
1728,2037,2013-03-06 19:51:17.464+00,,"562-4",38,"I-480 @ SR 10",,0,0,0,,,,,,,
1729,2038,2013-03-06 19:51:17.464+00,,"562-5",38,"I-71 @ Snow Rd.",,0,0,0,,,,,,,
1730,2039,2013-03-06 19:51:17.465+00,,"562-6",38,"I-77 @ I-480",,0,0,0,,,,,,,
1731,2040,2013-03-06 19:51:17.465+00,,"562-7",38,"I-480 @ Miles Rd.",,0,0,0,,,,,,,
1732,2041,2013-03-06 19:51:17.466+00,,"562-8",38,"I-271 @ US 322",,0,0,0,,,,,,,
1733,2042,2013-03-06 19:51:17.466+00,,"562-9",38,"I-71 @ Drake Rd.",,0,0,0,,,,,,,
1734,2043,2013-03-06 19:51:17.467+00,,"562-10",38,"I-77 @ SR 82",,0,0,0,,,,,,,
1735,2044,2013-03-06 19:51:17.467+00,,"562-11",38,"US 422 @ Chagrin River Rd.",,0,0,0,,,,,,,
1736,2045,2013-03-06 19:51:17.468+00,,"562-12",38,"US 422 @ SR 44",,0,0,0,,,,,,,
1737,2046,2013-03-06 19:51:17.468+00,,"562-13",38,"SR 582 @ SR 87",,0,0,0,,,,,,,
1738,2047,2013-03-06 19:51:17.469+00,,"562-14",38,"SR 44 @ Mentor Rd.",,0,0,0,,,,,,,
1739,2048,2013-03-06 19:51:17.469+00,,"562-15",38,"SR 58 @ SR 166",,0,0,0,,,,,,,
1740,2049,2013-03-06 19:51:17.47+00,,"562-16",38,"I-90 @ Hermitage Rd.",,0,0,0,,,,,,,
1741,2050,2013-03-06 19:51:17.47+00,,"562-17",38,"I-90 @ Paine Rd.",,0,0,0,,,,,,,
1742,2051,2013-03-06 19:51:17.47+00,,"562-18",38,"US 20 @ Parmly Rd.",,0,0,0,,,,,,,
1743,1698,2013-03-06 19:51:17.471+00,,"150000",29,"Lookout Pass","I-90",0,0,0,"Mineral","MT","USA",,,,
1744,1699,2013-03-06 19:51:17.471+00,,"150002",29,"Bearmouth","I-90",146,0,0,"Granite","MT","USA",,,,
1745,1700,2013-03-06 19:51:17.472+00,,"150003",29,"Trout Creek","US-93",52,0,0,"Lake","MT","USA",,,,
1746,1701,2013-03-06 19:51:17.472+00,,"150004",29,"Greenough Hill","MT-200",22,0,0,"Missoula","MT","USA",,,,
1747,1702,2013-03-06 19:51:17.473+00,,"150005",29,"Ninemile","I-90",82,0,0,"Missoula","MT","USA",,,,
1748,1703,2013-03-06 19:51:17.473+00,,"263000",29,"Yellowstone River Bridge","I-90",452,0,0,"Yellowstone","MT","USA",,,,
1749,1704,2013-03-06 19:51:17.474+00,,"263001",29,"Reedpoint","I-90",391,0,0,"Sweet Grass","MT","USA",,,,
1750,1705,2013-03-06 19:51:17.474+00,,"263002",29,"Roscoe Hill","MT-87",19,0,0,"Carbon","MT","USA",,,,
1751,1706,2013-03-06 19:51:17.475+00,,"263003",29,"Arrow Creek Hill","I-90",469,0,0,"Yellowstone","MT","USA",,,,
1752,1707,2013-03-06 19:51:17.475+00,,"263004",29,"Aberdeen Hill","I-90",552,0,0,"Big Horn","MT","USA",,,,
1753,1708,2013-03-06 19:51:17.476+00,,"263005",29,"Hysham Hills","I-94",60,0,0,"Treasure","MT","USA",,,,
1754,1709,2013-03-06 19:51:17.476+00,,"267001",29,"Monida Pass","I-15",0,0,0,"Beaverhead","MT","USA",,,,
1755,1710,2013-03-06 19:51:17.477+00,,"267002",29,"MacDonald Pass","US-12",28,0,0,"Powell","MT","USA",,,,
1756,1711,2013-03-06 19:51:17.477+00,,"267003",29,"Boulder Hill","I-15",171,0,0,"Jefferson","MT","USA",,,,
1757,1712,2013-03-06 19:51:17.478+00,,"267004",29,"Garrison","I-90",174,0,0,"Powell","MT","USA",,,,
1758,1713,2013-03-06 19:51:17.478+00,,"267005",29,"Big Hole Pass","County-278",32,0,0,"Beaverhead","MT","USA",,,,
1759,1714,2013-03-06 19:51:17.479+00,,"267006",29,"Elk Park","I-15 Frontage",141,0,0,"Jefferson","MT","USA",,,,
1760,1715,2013-03-06 19:51:17.479+00,,"267007",29,"Avon North","MT-141",8,0,0,"Powell","MT","USA",,,,
1761,1716,2013-03-06 19:51:17.479+00,,"267008",29,"Homestake Pass","I-90",233,0,0,"Silver Bow","MT","USA",,,,
1762,1717,2013-03-06 19:51:17.48+00,,"268000",29,"East of Denton","MT-81",17,0,0,"Fergus","MT","USA",,,,
1763,1718,2013-03-06 19:51:17.48+00,,"268001",29,"Judith Gap","US-191",19,0,0,"Wheatland","MT","USA",,,,
2123,2489,2013-03-06 19:51:17.664+00,,"315057",30,"Julian",,0,0,0,,"NE","USA",,,,
1764,1719,2013-03-06 19:51:17.481+00,,"268003",29,"Bull Mountain Divide","US-87",33,0,0,"Musselshell","MT","USA",,,,
1765,1720,2013-03-06 19:51:17.481+00,,"268004",29,"Hays Site","MT-66",11,0,0,"Phillips","MT","USA",,,,
1766,1721,2013-03-06 19:51:17.482+00,,"268005",29,"Lewistown Divide","MT-200",90,0,0,"Fergus","MT","USA",,,,
1767,1722,2013-03-06 19:51:17.482+00,,"269000",29,"Malta South","US-191",123,0,0,"Phillips","MT","USA",,,,
1768,1723,2013-03-06 19:51:17.483+00,,"269001",29,"McDonalds","MT-13",126,0,0,"Roosevelt","MT","USA",,,,
1769,1724,2013-03-06 19:51:17.483+00,,"269002",29,"Redstone Hill","MT-5",20,0,0,"Sheridan","MT","USA",,,,
1770,1725,2013-03-06 19:51:17.484+00,,"269003",29,"Comerstown Turnoff","MT-5",13,0,0,"Sheridan","MT","USA",,,,
1771,1726,2013-03-06 19:51:17.484+00,,"269004",29,"US-2 at ND and MT State Line","US-2",667,0,0,"Roosevelt","MT","USA",,,,
1772,1727,2013-03-06 19:51:17.485+00,,"269005",29,"Saco","US-2",503,0,0,"Phillips","MT","USA",,,,
1773,1728,2013-03-06 19:51:17.485+00,,"301000",29,"Monarch Canyon","US-89",54,0,0,"Cascade","MT","USA",,,,
1774,1729,2013-03-06 19:51:17.486+00,,"301001",29,"Pendroy","US-89",63,0,0,"Teton","MT","USA",,,,
1775,1730,2013-03-06 19:51:17.486+00,,"301002",29,"Bowmans","MT-200",110,0,0,"Lewis and Clark","MT","USA",,,,
1776,1731,2013-03-06 19:51:17.487+00,,"301003",29,"Helmville","MT-200",53,0,0,"Powell","MT","USA",,,,
1777,1732,2013-03-06 19:51:17.487+00,,"301004",29,"Gary Cooper Bridge","I-15",242,0,0,"Cascade","MT","USA",,,,
1778,1733,2013-03-06 19:51:17.488+00,,"301005",29,"Sieben","I-15",216,0,0,"Lewis and Clark","MT","USA",,,,
1779,1734,2013-03-06 19:51:17.488+00,,"301006",29,"Prickley Pear","I-15",219,0,0,"Lewis and Clark","MT","USA",,,,
1780,1735,2013-03-06 19:51:17.488+00,,"302000",29,"Lufborough Hill","MT-200",175,0,0,"Garfield","MT","USA",,,,
1781,1736,2013-03-06 19:51:17.489+00,,"302001",29,"Cow Creek","MT-13",20,0,0,"McCone","MT","USA",,,,
1782,1737,2013-03-06 19:51:17.489+00,,"302002",29,"Lindsay Divide","MT-200",297,0,0,"Dawson","MT","USA",,,,
1783,1738,2013-03-06 19:51:17.49+00,,"302003",29,"Beaver Hill","I-94",235,0,0,"Dawson","MT","USA",,,,
1784,1739,2013-03-06 19:51:17.49+00,,"302004",29,"Sioux Pass","MT-16",21,0,0,"Richland","MT","USA",,,,
1785,1740,2013-03-06 19:51:17.491+00,,"355000",29,"Lolo Pass","US-12",0,0,0,"Missoula","MT","USA",,,,
1786,1741,2013-03-06 19:51:17.491+00,,"563000",29,"Lame Deer Divide","US-212",50,0,0,"Rosebud","MT","USA",,,,
1787,1742,2013-03-06 19:51:17.492+00,,"563001",29,"Sweeney Creek","I-94",113,0,0,"Rosebud","MT","USA",,,,
1788,1743,2013-03-06 19:51:17.492+00,,"563002",29,"Hillside","MT-59",37,0,0,"Rosebud","MT","USA",,,,
1789,1744,2013-03-06 19:51:17.493+00,,"563003",29,"Baker","MT-7",14,0,0,"Fallon","MT","USA",,,,
1790,1745,2013-03-06 19:51:17.493+00,,"563004",29,"Alzada","US-212",139,0,0,"Carter","MT","USA",,,,
1791,1746,2013-03-06 19:51:17.494+00,,"563005",29,"Government Hill","US-12",14,0,0,"Custer","MT","USA",,,,
1792,1747,2013-03-06 19:51:17.494+00,,"564000",29,"Raynolds Pass","MT-87",1,0,0,"Madison","MT","USA",,,,
1793,1748,2013-03-06 19:51:17.494+00,,"564001",29,"Karst","US-191",55,0,0,"Gallatin","MT","USA",,,,
1794,1749,2013-03-06 19:51:17.495+00,,"564002",29,"Bozeman Pass","I-90",322,0,0,"Gallatin","MT","USA",,,,
1795,1750,2013-03-06 19:51:17.495+00,,"564003",29,"East Livingston","I-90",338,0,0,"Park","MT","USA",,,,
1796,1751,2013-03-06 19:51:17.496+00,,"564004",29,"Norris Hill","US-287",60,0,0,"Madison","MT","USA",,,,
1797,1752,2013-03-06 19:51:17.496+00,,"628000",29,"Essex","US-2",180,0,0,"Flathead","MT","USA",,,,
1798,1753,2013-03-06 19:51:17.497+00,,"628001",29,"Dickey Lake","US-93",160,0,0,"Lincoln","MT","USA",,,,
1799,1754,2013-03-06 19:51:17.497+00,,"628002",29,"Flathead River","MT-35",49,0,0,"Flathead","MT","USA",,,,
1800,1755,2013-03-06 19:51:17.498+00,,"628003",29,"Yaak Hill","US-2",5,0,0,"Lincoln","MT","USA",,,,
1801,1756,2013-03-06 19:51:17.498+00,,"628004",29,"Crystal creek","US-2",53,0,0,"Lincoln","MT","USA",,,,
1802,1757,2013-03-06 19:51:17.499+00,,"628005",29,"Swan Lake South","MT-83",47,0,0,"Missoula","MT","USA",,,,
1803,1758,2013-03-06 19:51:17.499+00,,"629000",29,"Inverness","US-2",338,0,0,"Hill","MT","USA",,,,
1804,1759,2013-03-06 19:51:17.5+00,,"629001",29,"Sweetgrass","I-15",395,0,0,"Toole","MT","USA",,,,
1805,1760,2013-03-06 19:51:17.5+00,,"629002",29,"Two Medicine Bridge","US-2",211,0,0,"Glacier","MT","USA",,,,
1806,1761,2013-03-06 19:51:17.5+00,,"629003",29,"Loma","US-87",53,0,0,"Chouteau","MT","USA",,,,
